id,subject_course,department,title,section,credit_hours,capacity,enrolled,seats_available,instructors,block,days,begin_time,end_time,meeting_time
93033,ECSC0305,ECSC,Model Earth Syst Processes Lab,Z,0,14,9,5,Cameron de Wet,Tu1330,Tu,1330,1615,Tu 1330-1615 MBH 419
91946,ECSC0400,ECSC,Senior Thesis Research Seminar,A,1,20,12,8,William Amidon,TuTh0815,TuTh,0815,0930,TuTh 0815-0930 MBH 419
91689,ECSC0500,ECSC,Readings &amp; Research,B,1,99,0,99,Allison Jacobel,Su1900,Su,1900,2029,Su 1900-2029
91690,ECSC0500,ECSC,Readings &amp; Research,C,1,99,0,99,Cameron de Wet,TBA,,,,TBA
91691,ECSC0500,ECSC,Readings &amp; Research,D,1,99,0,99,Peter Ryan,Su1900,Su,1900,2029,Su 1900-2029
91775,ECSC0500,ECSC,Readings &amp; Research,E,1,99,0,99,David West,Su0800,Su,0800,1659,Su 0800-1659
91880,ECSC0500,ECSC,Readings &amp; Research,F,1,99,0,99,Jeffrey Munroe,TBA,,,,TBA
91692,ECSC0500,ECSC,Readings &amp; Research,G,1,99,1,98,William Amidon,Su1900,Su,1900,2029,Su 1900-2029
91693,ECSC0500,ECSC,Readings &amp; Research,H,1,99,0,99,Alexis Mychajliw,Su1900,Su,1900,2029,Su 1900-2029
91769,ECSC0500,ECSC,Readings &amp; Research,I,1,99,0,99,Sean Peters,Su0800,Su,0800,1659,Su 0800-1659
91919,ECSC0500,ECSC,Readings &amp; Research,J,1,99,0,99,Molly Costanza-Robinson,TBA,,,,TBA
91700,ECSC0700,ECSC,Senior Thesis Research,0,1,99,0,99,Sean Peters,Su0800,Su,0800,1659,Su 0800-1659
91694,ECSC0700,ECSC,Senior Thesis Research,A,1,15,0,15,,Su0800,Su,0800,1659,Su 0800-1659
91695,ECSC0700,ECSC,Senior Thesis Research,B,1,15,1,14,Allison Jacobel,Su0800,Su,0800,1659,Su 0800-1659
91696,ECSC0700,ECSC,Senior Thesis Research,C,1,15,1,14,Cameron de Wet,Su0800,Su,0800,1659,Su 0800-1659
91697,ECSC0700,ECSC,Senior Thesis Research,D,1,15,0,15,Peter Ryan,Su0800,Su,0800,1659,Su 0800-1659
91773,ECSC0700,ECSC,Senior Thesis Research,E,1,99,0,99,David West,Su0800,Su,0800,1659,Su 0800-1659
91913,ECSC0700,ECSC,Senior Thesis Research,F,1,99,0,99,Jeffrey Munroe,TBA,,,,TBA
91698,ECSC0700,ECSC,Senior Thesis Research,G,1,15,1,14,William Amidon,Su0800,Su,0800,1659,Su 0800-1659
91699,ECSC0700,ECSC,Senior Thesis Research,H,1,99,1,98,Alexis Mychajliw,Su0800,Su,0800,1659,Su 0800-1659
91922,ECSC0700,ECSC,Senior Thesis Research,I,1,99,0,99,Sean Peters,TBA,,,,TBA
91920,ECSC0700,ECSC,Senior Thesis Research,J,1,99,0,99,Molly Costanza-Robinson,TBA,,,,TBA
91905,ECSC0701,ECSC,Senior Thesis Research,A,1,99,0,99,,TBA,,,,TBA
91906,ECSC0701,ECSC,Senior Thesis Research,B,1,99,0,99,Allison Jacobel,TBA,,,,TBA
91907,ECSC0701,ECSC,Senior Thesis Research,C,1,99,0,99,Cameron de Wet,TBA,,,,TBA
91908,ECSC0701,ECSC,Senior Thesis Research,D,1,99,0,99,Peter Ryan,TBA,,,,TBA
91909,ECSC0701,ECSC,Senior Thesis Research,E,1,99,0,99,David West,TBA,,,,TBA
91910,ECSC0701,ECSC,Senior Thesis Research,F,1,99,0,99,Jeffrey Munroe,TBA,,,,TBA
91911,ECSC0701,ECSC,Senior Thesis Research,G,1,99,0,99,William Amidon,TBA,,,,TBA
91912,ECSC0701,ECSC,Senior Thesis Research,H,1,99,0,99,Alexis Mychajliw,TBA,,,,TBA
91914,ECSC0701,ECSC,Senior Thesis Research,I,1,99,0,99,Sean Peters,TBA,,,,TBA
91921,ECSC0701,ECSC,Senior Thesis Research,J,1,99,0,99,Molly Costanza-Robinson,TBA,,,,TBA
91577,ECON0111,ECON,Economic Statistics,A,1,32,31,1,Paul Sommers,MoWeFr0945,MoWeFr,0945,1035,MoWeFr 0945-1035 GFD LCT
91588,ECON0111,ECON,Economic Statistics,B,1,32,31,1,Paul Sommers,MoWeFr1115,MoWeFr,1115,1205,MoWeFr 1115-1205 GFD LCT
91585,ECON0111,ECON,Lab - ECON 0111 A or B,X,0,21,21,0,Paul Sommers,Tu0945,Tu,0945,1035,Tu 0945-1035 LIB 140
91586,ECON0111,ECON,Lab - ECON 0111 A or B,Y,0,21,19,2,Paul Sommers,Th0945,Th,0945,1035,Th 0945-1035 LIB 140
91587,ECON0111,ECON,Lab - ECON 0111 A or B,Z,0,22,22,0,Paul Sommers,Th1310,Th,1310,1400,Th 1310-1400 LIB 140
90231,ECON0150,ECON,Intro Macroeconomics,A,1,32,17,15,Kevin Kuruc,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 GFD LCT
90232,ECON0150,ECON,Intro Macroeconomics,B,1,32,14,18,Kevin Kuruc,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 GFD LCT
90234,ECON0150,ECON,Intro Macroeconomics,C,1,32,9,23,Peter Matthews,MoWe0815,MoWe,0815,0930,MoWe 0815-0930 75SHS 102
92120,ECON0150,ECON,Intro Macroeconomics,D,1,32,12,20,Peter Matthews,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 75SHS 102
92315,ECON0150,ECON,Intro Macroeconomics,E,1,32,0,32,,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 AXT 201
92726,ECON0150,ECON,Discussion - ECON 0150 C or D,Y,0,32,9,23,Peter Matthews,Tu1520,Tu,1520,1610,Tu 1520-1610 WNS 101
92727,ECON0150,ECON,Discussion - ECON 0150 C or D,Z,0,32,12,20,Peter Matthews,Tu1415,Tu,1415,1505,Tu 1415-1505 WNS 101
90239,ECON0155,ECON,Intro Microeconomics,A,1,32,18,14,Julia Berazneva,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 WNS 101
91377,ECON0155,ECON,Intro Microeconomics,B,1,32,21,11,Julia Berazneva,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 WNS 101
91518,ECON0155,ECON,Intro Microeconomics,C,1,32,15,17,Jonathan Isham,MoWe0815,MoWe,0815,0930,MoWe 0815-0930 GFD LCT
91892,ECON0155,ECON,Intro Microeconomics,D,1,32,12,20,Phanindra Wunnava,MoWe1415,MoWe,1415,1530,MoWe 1415-1530 WNS 100
92728,ECON0155,ECON,Discussion - ECON 0155 A or B,Y,0,32,24,8,Julia Berazneva,Th1415,Th,1415,1505,Th 1415-1505 WNS 101
92729,ECON0155,ECON,Discussion - ECON 0155 A or B,Z,0,32,15,17,Julia Berazneva,Th1520,Th,1520,1610,Th 1520-1610 WNS 101
93034,ECON0201,ECON,Current Econ Issues in the US,A,1,25,28,-3,,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 WNS 104
90387,ECON0211,ECON,Regression Analysis,A,1,28,25,3,Tanya Byker,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 AXN 219
90519,ECON0211,ECON,Regression Analysis,B,1,31,31,0,Tanya Byker,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 AXN 219
93009,ECON0211,ECON,Regression Analysis,C,1,32,15,17,,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 WNS 104
93010,ECON0211,ECON,LAB - ECON 0211 C,W,0,32,15,17,,We0945,We,0945,1035,We 0945-1035 LIB 140
90520,ECON0211,ECON,LAB - ECON 0211 A or B,X,0,18,17,1,Tanya Byker,Tu1520,Tu,1520,1620,Tu 1520-1620 LIB 140
90390,ECON0211,ECON,LAB - ECON 0211 A or B,Y,0,19,15,4,Tanya Byker,Tu1415,Tu,1415,1515,Tu 1415-1515 LIB 140
90388,ECON0211,ECON,LAB - ECON 0211 A or B,Z,0,22,24,-2,Tanya Byker,Tu1310,Tu,1310,1410,Tu 1310-1410 LIB 140
91589,ECON0228,ECON,Econ of Agricultural Transtion,A,1,18,23,-5,Steven Pecsok,MoWe1310,MoWe,1310,1400,MoWe 1310-1400 AXN 219
91590,ECON0228,ECON,Lab - ECON 0228 A,Z,0,18,23,-5,Steven Pecsok,Th1330,Th,1330,1615,Th 1330-1615 MBH 216
92730,ECON0229,ECON,Econ Hist/Hist of Econ Thought,A,1,25,28,-3,Amanda Gregg,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 WNS 100
92040,ECON0230,ECON,Economies of Post-Comm Europe,A,1,25,30,-5,William Pyle,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 RCD 011
92731,ECON0232,ECON,The Chinese Economy,A,1,25,32,-7,William Pyle,MoWe1415,MoWe,1415,1530,MoWe 1415-1530 RCD 011
92732,ECON0235,ECON,Industrial Organization,A,1,25,23,2,Alice Gindin,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 WNS 105
91754,ECON0250,ECON,Macro Theory,A,1,32,31,1,Zara Contractor,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 AXN 103
91519,ECON0250,ECON,Macro Theory,B,1,32,30,2,Zara Contractor,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 AXN 103
90194,ECON0255,ECON,Micro Theory,A,1,32,33,-1,Germ&aacute;n Reyes,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 WNS 100
91520,ECON0255,ECON,Micro Theory,B,1,32,37,-5,Germ&aacute;n Reyes,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 WNS 100
91821,ECON0311,ECON,Causal Inference,A,1,28,20,8,Erick Gong,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 JHN 204
93067,ECON0315,ECON,Financial Economics,A,1,25,12,13,,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 WNS 104
92733,ECON0360,ECON,Federal Reserve Challenge,A,1,14,13,1,Erin Wolcott,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 WNS 010
92734,ECON0411,ECON,Applied Econometrics,A,1,13,13,0,Phanindra Wunnava,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 WNS 010
92735,ECON0420,ECON,Globalization &amp; US Inequality,A,1,14,14,0,Erin Wolcott,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 WNS 010
92736,ECON0431,ECON,Economics of European Union,A,1,14,16,-2,Kristina Sargent,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 WNS 011
92737,ECON0444,ECON,International Trade,A,1,15,14,1,Sunder Ramaswamy,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 RAJ CON
92048,ECON0453,ECON,Hist Dev of World Economy,A,1,13,14,-1,Cihan Artunc,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 MNR 401
92738,ECON0463,ECON,Information Economics,A,1,15,15,0,Alice Gindin,We1330,We,1330,1615,We 1330-1615 MNR 217
92049,ECON0499,ECON,Research in Behav. &amp; Exp. Econ,A,1,16,16,0,Andrea Robbett,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 WNS 100
90090,ECON0500,ECON,Individual Special Project,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
90399,ECON0500,ECON,Individual Special Project,B,1,99,0,99,Phanindra Wunnava,Su1900,Su,1900,2029,Su 1900-2029
90339,ECON0500,ECON,Individual Special Project,C,1,99,0,99,Zara Contractor,Su1900,Su,1900,2029,Su 1900-2029
90342,ECON0500,ECON,Individual Special Project,D,1,99,0,99,Cihan Artunc,Su1900,Su,1900,2029,Su 1900-2029
90523,ECON0500,ECON,Individual Special Project,E,1,99,0,99,Jeffrey Carpenter,Su1900,Su,1900,2029,Su 1900-2029
90524,ECON0500,ECON,Individual Special Project,F,1,99,0,99,Alice Gindin,Su1900,Su,1900,2029,Su 1900-2029
90525,ECON0500,ECON,Individual Special Project,G,1,99,0,99,Kevin Kuruc,Su1900,Su,1900,2029,Su 1900-2029
90526,ECON0500,ECON,Individual Special Project,H,1,99,0,99,Raphaelle Gauvin-Coulombe,Su1900,Su,1900,2029,Su 1900-2029
90527,ECON0500,ECON,Individual Special Project,I,1,99,0,99,Erick Gong,Su1900,Su,1900,2029,Su 1900-2029
90528,ECON0500,ECON,Individual Special Project,J,1,99,0,99,Julia Berazneva,Su1900,Su,1900,2029,Su 1900-2029
90529,ECON0500,ECON,Individual Special Project,K,1,99,0,99,Tanya Byker,Su1900,Su,1900,2029,Su 1900-2029
90530,ECON0500,ECON,Individual Special Project,L,1,99,0,99,Jonathan Isham,Su1900,Su,1900,2029,Su 1900-2029
90531,ECON0500,ECON,Individual Special Project,M,1,99,0,99,Peter Matthews,Su1900,Su,1900,2029,Su 1900-2029
90532,ECON0500,ECON,Individual Special Project,N,1,99,0,99,William Pyle,Su1900,Su,1900,2029,Su 1900-2029
90534,ECON0500,ECON,Individual Special Project,P,1,99,0,99,Steven Pecsok,Su1900,Su,1900,2029,Su 1900-2029
90612,ECON0500,ECON,Individual Special Project,R,1,99,0,99,Germ&aacute;n Reyes,Su1900,Su,1900,2029,Su 1900-2029
90613,ECON0500,ECON,Individual Special Project,S,1,99,0,99,Kristina Sargent,Su1900,Su,1900,2029,Su 1900-2029
90614,ECON0500,ECON,Individual Special Project,T,1,99,0,99,Andrea Robbett,Su1900,Su,1900,2029,Su 1900-2029
90615,ECON0500,ECON,Individual Special Project,U,1,99,0,99,Paul Sommers,Su1900,Su,1900,2029,Su 1900-2029
90616,ECON0500,ECON,Individual Special Project,V,1,99,0,99,Erin Wolcott,Su1900,Su,1900,2029,Su 1900-2029
90816,ECON0500,ECON,Individual Special Project,W,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
91087,ECON0701,ECON,Senior Research Workshop I,A,1,9,9,0,Jeffrey Carpenter,Tu1930,Tu,1930,2225,Tu 1930-2225 WNS 011
92050,ECON0701,ECON,Senior Research Workshop I,B,1,9,8,1,Raphaelle Gauvin-Coulombe,Mo1415,Mo,1415,1530,Mo 1415-1530 WNS 011
90707,EDST0115,EDST,Education In the USA,A,1,30,13,17,Khuram Hussain,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 AXT 302
91822,EDST0206,EDST,Environmental Education,A,1,10,8,2,Tracy Weston,We1330,We,1330,1615,We 1330-1615 AXT AUD
92694,EDST0215,EDST,Culturally Relevant Pedagogies,A,1,15,9,6,Khuram Hussain,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 MNR 311
92695,EDST0215,EDST,Culturally Relevant Pedagogies,B,1,5,3,2,Khuram Hussain,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 MNR 311
92696,EDST0215,EDST, Discussion - EDST 0215B,Z,0,5,3,2,Khuram Hussain,Th1930,Th,1930,2020,Th 1930-2020 MNR 311
91542,EDST0237,EDST,Educational Psychology,A,1,25,16,9,Amy Johnston,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 AXT 302
92954,EDST0306,EDST,Elementary Science Methods,A,1,5,2,3,Tracy Weston,We1330,We,1330,1615,We 1330-1615 AXT AUD
92955,EDST0306,EDST,Discussion,Z,0,5,2,3,Tracy Weston,Fr0840,Fr,0840,0930,Fr 0840-0930 AXT 204
92698,EDST0405,EDST,Elem Student Teach Practicum,A,1,5,3,2,Tracy Weston,Su1930,Su,1930,2200,Su 1930-2200
92699,EDST0406,EDST,Elem Student Teach Practicum,A,1,5,3,2,Tracy Weston,Su1930,Su,1930,2200,Su 1930-2200
92700,EDST0407,EDST,Elem Student Teach Practicum,A,1,5,3,2,Tracy Weston,Su1930,Su,1930,2200,Su 1930-2200
90733,EDST0410,EDST,Student Teaching Seminar,A,1,10,4,6,Tracy Weston,Tu1500,Tu,1500,1745,Tu 1500-1745 AXT 110
91300,EDST0415,EDST,Sec Student Teach Practicum,A,1,5,1,4,,Su1930,Su,1930,2200,Su 1930-2200
91301,EDST0416,EDST,Sec Student Teach Practicum,A,1,5,1,4,,Su1930,Su,1930,2200,Su 1930-2200
91302,EDST0417,EDST,Sec Student Teach Practicum,A,1,5,1,4,,Su1930,Su,1930,2200,Su 1930-2200
90300,EDST0500,EDST,Independent Project,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
90127,EDST0500,EDST,Independent Project,B,1,3,0,3,Amy Johnston,Su1900,Su,1900,2029,Su 1900-2029
90316,EDST0500,EDST,Independent Project,D,1,5,0,5,Tracy Weston,Su1900,Su,1900,2029,Su 1900-2029
91873,EDST0500,EDST,Independent Project,F,1,5,0,5,Khuram Hussain,TBA,,,,TBA
91380,EDST0500,EDST,Independent Project,H,1,99,0,99,Melissa Hammerle,Su0800,Su,0800,0850,Su 0800-0850
92693,EDST0505,EDST,Ind. Study-Sec Methods,A,1,5,3,2,,Tu1500,Tu,1500,1745,Tu 1500-1745 AXT 204
91603,ENGL0103,ENGL,Reading Literature,A,1,16,17,-1,Antonia Losano,MoWe0815,MoWe,0815,0930,MoWe 0815-0930 AXT 201
91604,ENGL0103,ENGL,Reading Literature,B,1,16,16,0,Benjamin Graves,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 AXT 204
91605,ENGL0103,ENGL,Reading Literature,C,1,16,15,1,Timothy Billings,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 MNR 401
92744,ENGL0112,ENGL,Asian American Pop!,A,1,25,5,20,Jennifer Wang,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 LIB 105A
92051,ENGL0114,ENGL,Reading Women&#39;s Writing,A,1,40,31,9,Antonia Losano,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 AXT 201
91606,ENGL0205,ENGL,Intro:Contemporary Lit. Theory,A,1,25,20,5,Ryan Sheldon,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 AXN 103
92931,ENGL0214,ENGL,Renaissance Lit and Culture,A,1,20,7,13,James Berg,MoWe1415,MoWe,1415,1530,MoWe 1415-1530 AXT 301
92745,ENGL0225,ENGL,Forms of Enlightenment,A,1,20,13,7,Ryan Sheldon,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 AXN 220
92746,ENGL0242,ENGL,Critical Conditions,A,1,25,24,1,Marion Wells,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 AXN 220
92747,ENGL0309,ENGL,Contemporary Literature,A,1,35,24,11,Robert Cohen,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 AXN 103
92751,ENGL0320,ENGL,Indigenous/SettlerColonial Lit,A,1,25,23,2,Benjamin Graves,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 CHT 110
92059,ENGL0330,ENGL,Shakespeare&#39;s Career,A,1,30,13,17,Timothy Billings,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 LIB 201
92752,ENGL0330,ENGL,Discussion,Y,0,15,9,6,Timothy Billings,Fr1115,Fr,1115,1205,Fr 1115-1205 AXN 229
92753,ENGL0330,ENGL,Discussion,Z,0,15,4,11,Timothy Billings,Fr1310,Fr,1310,1400,Fr 1310-1400 AXN 229
92924,ENGL0416,ENGL,Theorizing the Monstrous,A,1,16,19,-3,Daniel Brayton,Tu1330,Tu,1330,1615,Tu 1330-1615 CHT 003
92754,ENGL0465,ENGL,Race &amp; the Contemporary Novel,A,1,15,3,12,Jennifer Wang,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 LIB 105A
91608,ENGL0500,ENGL,Special Project: Lit,A,1,99,0,99,,Su0800,Su,0800,0850,Su 0800-0850
91609,ENGL0500,ENGL,Special Project: Lit,B,1,99,0,99,Jennifer Wang,Su0800,Su,0800,0850,Su 0800-0850
91610,ENGL0500,ENGL,Special Project: Lit,D,1,99,0,99,Benjamin Graves,Su0800,Su,0800,0850,Su 0800-0850
91611,ENGL0500,ENGL,Special Project: Lit,E,1,99,0,99,James Berg,Su0800,Su,0800,0850,Su 0800-0850
91612,ENGL0500,ENGL,Special Project: Lit,G,1,99,1,98,Daniel Brayton,Su0800,Su,0800,0850,Su 0800-0850
91613,ENGL0500,ENGL,Special Project: Lit,H,1,99,0,99,Karin Gottshall,Su0800,Su,0800,0850,Su 0800-0850
91614,ENGL0500,ENGL,Special Project: Lit,I,1,99,0,99,Michael Newbury,Su0800,Su,0800,0850,Su 0800-0850
91615,ENGL0500,ENGL,Special Project: Lit,J,1,99,0,99,Megan Mayhew-Bergman,Su0800,Su,0800,0850,Su 0800-0850
91616,ENGL0500,ENGL,Special Project: Lit,K,1,99,0,99,Timothy Billings,Su0800,Su,0800,0850,Su 0800-0850
91617,ENGL0500,ENGL,Special Project: Lit,L,1,99,0,99,Albert Baldridge,Su0800,Su,0800,0850,Su 0800-0850
91618,ENGL0500,ENGL,Special Project: Lit,M,1,99,0,99,Jay Parini,TBA,,,,TBA
91619,ENGL0500,ENGL,Special Project: Lit,N,1,99,0,99,Yumna Siddiqi,Su0800,Su,0800,0850,Su 0800-0850
91620,ENGL0500,ENGL,Special Project: Lit,O,1,99,0,99,Spring Ulmer,Su0800,Su,0800,0850,Su 0800-0850
91621,ENGL0500,ENGL,Special Project: Lit,Q,1,99,0,99,Robert Cohen,Su0800,Su,0800,0850,Su 0800-0850
91622,ENGL0500,ENGL,Special Project: Lit,R,1,99,0,99,Marion Wells,Su0800,Su,0800,0850,Su 0800-0850
91623,ENGL0500,ENGL,Special Project: Lit,S,1,99,0,99,Ryan Sheldon,Su0800,Su,0800,0850,Su 0800-0850
91624,ENGL0500,ENGL,Special Project: Lit,T,1,99,0,99,Deborah Evans,Su0800,Su,0800,0850,Su 0800-0850
91625,ENGL0500,ENGL,Special Project: Lit,U,1,99,0,99,Sue Halpern,Su0800,Su,0800,0850,Su 0800-0850
91626,ENGL0500,ENGL,Special Project: Lit,V,1,99,0,99,Antonia Losano,Su0800,Su,0800,0850,Su 0800-0850
91627,ENGL0500,ENGL,Special Project: Lit,W,1,99,0,99,William Nash,Su0800,Su,0800,0850,Su 0800-0850
91628,ENGL0500,ENGL,Special Project: Lit,Y,1,99,0,99,Brett Millier,Su0800,Su,0800,0850,Su 0800-0850
91629,ENGL0700,ENGL,Senior Thesis:Critical Writing,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
91630,ENGL0700,ENGL,Senior Thesis:Critical Writing,B,1,99,0,99,Deborah Evans,Su1900,Su,1900,2029,Su 1900-2029
91631,ENGL0700,ENGL,Senior Thesis:Critical Writing,C,1,99,0,99,Stacie Cassarino,Su1900,Su,1900,2029,Su 1900-2029
91632,ENGL0700,ENGL,Senior Thesis:Critical Writing,D,1,99,0,99,Albert Baldridge,Su1900,Su,1900,2029,Su 1900-2029
91633,ENGL0700,ENGL,Senior Thesis:Critical Writing,E,1,99,0,99,James Berg,Su1900,Su,1900,2029,Su 1900-2029
91634,ENGL0700,ENGL,Senior Thesis:Critical Writing,F,1,99,0,99,Megan Mayhew-Bergman,Su1900,Su,1900,2029,Su 1900-2029
91635,ENGL0700,ENGL,Senior Thesis:Critical Writing,G,1,99,0,99,Daniel Brayton,Su1900,Su,1900,2029,Su 1900-2029
91636,ENGL0700,ENGL,Senior Thesis:Critical Writing,H,1,99,0,99,Marion Wells,Su1900,Su,1900,2029,Su 1900-2029
91637,ENGL0700,ENGL,Senior Thesis:Critical Writing,I,1,99,0,99,Michael Newbury,Su1900,Su,1900,2029,Su 1900-2029
91638,ENGL0700,ENGL,Senior Thesis:Critical Writing,J,1,99,0,99,Yumna Siddiqi,Su1900,Su,1900,2029,Su 1900-2029
91639,ENGL0700,ENGL,Senior Thesis:Critical Writing,K,1,99,0,99,Timothy Billings,Su1900,Su,1900,2029,Su 1900-2029
91640,ENGL0700,ENGL,Senior Thesis:Critical Writing,L,1,99,0,99,Jennifer Wang,Su1900,Su,1900,2029,Su 1900-2029
93066,ENGL0700,ENGL,Senior Thesis:Critical Writing,M,1,99,0,99,Jay Parini,TBA,,,,TBA
91641,ENGL0700,ENGL,Senior Thesis:Critical Writing,N,1,99,0,99,Ryan Sheldon,Su1900,Su,1900,2029,Su 1900-2029
91642,ENGL0700,ENGL,Senior Thesis:Critical Writing,O,1,99,0,99,Spring Ulmer,Su1900,Su,1900,2029,Su 1900-2029
91643,ENGL0700,ENGL,Senior Thesis:Critical Writing,Q,1,99,0,99,Robert Cohen,Su1900,Su,1900,2029,Su 1900-2029
91644,ENGL0700,ENGL,Senior Thesis:Critical Writing,U,1,99,1,98,Benjamin Graves,Su1900,Su,1900,2029,Su 1900-2029
91645,ENGL0700,ENGL,Senior Thesis:Critical Writing,V,1,99,0,99,Antonia Losano,Su1900,Su,1900,2029,Su 1900-2029
91646,ENGL0700,ENGL,Senior Thesis:Critical Writing,W,1,99,0,99,William Nash,Su1900,Su,1900,2029,Su 1900-2029
91647,ENGL0700,ENGL,Senior Thesis:Critical Writing,X,1,99,0,99,Karin Gottshall,Su1900,Su,1900,2029,Su 1900-2029
91648,ENGL0700,ENGL,Senior Thesis:Critical Writing,Y,1,99,0,99,Brett Millier,Su1900,Su,1900,2029,Su 1900-2029
91607,ENGL0708,ENGL,Joint Senior Work: ENGL-THEA,A,1,99,0,99,Marion Wells,Su0800,Su,0800,1659,Su 0800-1659
91771,ENGL0708,ENGL,Joint Senior Work: ENGL-THEA,B,1,99,0,99,James Berg,TBA,,,,TBA
90207,ENVS0112,ENVS,Science Environmental Systems,A,1,44,36,8,Kathryn Crawford,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 MBH 216
90708,ENVS0112,ENVS,Science of Env Sys Lab,W,0,10,9,1,Monica Przyperhart,Tu1330,Tu,1330,1615,Tu 1330-1615 MBH 311
90208,ENVS0112,ENVS,Science of Env Sys Lab,X,0,12,8,4,Monica Przyperhart,We1330,We,1330,1615,We 1330-1615 MBH 311
90209,ENVS0112,ENVS,Science of Env Sys Lab,Y,0,12,10,2,Marc Lapin,Th1330,Th,1330,1615,Th 1330-1615 MBH 311
90210,ENVS0112,ENVS,Science of Env Sys Lab,Z,0,10,9,1,Monica Przyperhart,Fr1145,Fr,1145,1430,Fr 1145-1430 MBH 311
92758,ENVS0118,ENVS,Toxic World,A,1,25,18,7,Kathryn Crawford,MoWe1415,MoWe,1415,1530,MoWe 1415-1530 MBH 317
92759,ENVS0166,ENVS,Jurassic World,A,1,33,23,10,Alexis Mychajliw,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 HLD 103
92755,ENVS0208,ENVS,Env Justice / the Anthropocene,A,1,20,19,1,Daniel Suarez,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 JHN 204
92756,ENVS0208,ENVS,Discussion,Y,0,10,9,1,Daniel Suarez,Fr0945,Fr,0945,1035,Fr 0945-1035 JHN 204
92757,ENVS0208,ENVS,Discussion,Z,0,10,10,0,Daniel Suarez,Fr1115,Fr,1115,1205,Fr 1115-1205 JHN 204
90211,ENVS0211,ENVS,Conservation &amp; Env Policy,A,1,25,20,5,Merrill Baker-Medard,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 HLD 103
90474,ENVS0211,ENVS,Discussion,Y,0,12,10,2,Merrill Baker-Medard,Fr0945,Fr,0945,1035,Fr 0945-1035 HLD 103
90475,ENVS0211,ENVS,Discussion,Z,0,13,10,3,Merrill Baker-Medard,Fr1115,Fr,1115,1205,Fr 1115-1205 HLD 103
92912,ENVS0214,ENVS,Marine Policy,A,1,25,18,7,Elizabeth Jewett,MoWe0815,MoWe,0815,0930,MoWe 0815-0930 MBH 168
90212,ENVS0215,ENVS,Contested Grounds,A,1,38,34,4,Kathryn Morse,MoWeFr0840,MoWeFr,0840,0930,MoWeFr 0840-0930 HLD 103
91851,ENVS0244,ENVS,Poetics&amp;PracticeClimate Change,A,1,20,14,6,Carolyn Finney,Mo1330,Mo,1330,1615,Mo 1330-1615 MNR 217
92760,ENVS0310,ENVS,Theories of Change,A,1,16,16,0,Daniel Suarez,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 RAJ CON
