id,subject_course,department,title,section,credit_hours,capacity,enrolled,seats_available,instructors,block,days,begin_time,end_time,meeting_time
90550,HIST0700,HIST,Senior Independent Study I,R,1,99,0,99,Don Wyatt,TBA,,,,TBA
90549,HIST0700,HIST,Senior Independent Study I,S,1,99,0,99,Jennifer Strtak,Su0800,Su,0800,1659,Su 0800-1659
91866,HIST0700,HIST,Discussion,Z,0,22,5,17,Rebecca Bennette; Joyce Mao,We1930,We,1930,2045,We 1930-2045 AXN 220
90718,HARC0100,HARC,Intro to Global Visual Culture,A,1,45,23,22,Erin Sassin,TuTh0815,TuTh,0815,0930,TuTh 0815-0930 MAC 125
90719,HARC0100,HARC,Discussion,X,0,15,9,6,Erin Sassin,Fr0840,Fr,0840,0930,Fr 0840-0930 MAC 126
90720,HARC0100,HARC,Discussion,Y,0,15,8,7,Erin Sassin,Fr0945,Fr,0945,1035,Fr 0945-1035 MAC 126
90721,HARC0100,HARC,Discussion,Z,0,15,6,9,Erin Sassin,Fr1115,Fr,1115,1205,Fr 1115-1205 MAC 126
90820,HARC0130,HARC,Intro. to Architectural Design,A,1,15,10,5,Benjamin Allred,MoWe1330,MoWe,1330,1615,MoWe 1330-1615 JHN 205
92811,HARC0219,HARC,Early Medieval &amp;Romanesque Art,A,1,25,21,4,Eliza Garrison,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 MAC 125
92812,HARC0256,HARC,Photography of Middle East,A,1,45,35,10,Sarah Rogers,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 MAC 125
91529,HARC0259,HARC,"World Architecture, pre-modern",A,1,25,19,6,Pieter Broucke,MoWe0815,MoWe,0815,0930,MoWe 0815-0930 JHN 204
92813,HARC0265,HARC,Modern Latin American Art,A,1,30,15,15,Edward Vazquez,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 MAC 125
91759,HARC0269,HARC,Introduction to African Art,A,1,35,28,7,Marguerite Lenius,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 JHN 204
91844,HARC0276,HARC,Landscape Design,A,1,16,17,-1,Timothy Parsons,MoWe1330,MoWe,1330,1615,MoWe 1330-1615 JHN 201
92913,HARC0288,HARC,"Museum: Hist., Arch., Practice",A,1,22,18,4,Sarah Rogers,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 MAC 125
93044,HARC0289,HARC,Italian Renaissance Art,A,1,25,21,4,Dana Hogan,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 LIB 201
91593,HARC0301,HARC,Ways of Seeing,A,1,15,11,4,Edward Vazquez,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 MAC 126
91164,HARC0330,HARC,Interm. Architectural Design,A,1,18,8,10,John McLeod,TuTh1330,TuTh,1330,1615,TuTh 1330-1615 JHN 207
92814,HARC0341,HARC,Faust&#39;s Metropolis: Berlin,A,1,15,11,4,Erin Sassin,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 MAC 209
92815,HARC0353,HARC,Medieval Bodies,A,1,15,15,0,Eliza Garrison,MoWe1415,MoWe,1415,1530,MoWe 1415-1530 MAC 126
93045,HARC0385,HARC,Dig. Humanities &amp; Women in Art,A,1,15,3,12,Dana Hogan,We1330,We,1330,1615,We 1330-1615 MAC 209
90117,HARC0510,HARC,Advanced Studies,A,1,99,0,99,Erin Sassin,Su1900,Su,1900,2029,Su 1900-2029
90121,HARC0510,HARC,Advanced Studies,B,1,99,0,99,Pieter Broucke,Su1900,Su,1900,2029,Su 1900-2029
90352,HARC0510,HARC,Advanced Studies,F,1,99,0,99,Sarah Rogers,Su1900,Su,1900,2029,Su 1900-2029
90476,HARC0510,HARC,Advanced Studies,H,1,99,0,99,Cynthia Packert,Su1900,Su,1900,2029,Su 1900-2029
90849,HARC0510,HARC,Advanced Studies,K,1,99,0,99,Edward Vazquez,Su1900,Su,1900,2029,Su 1900-2029
91074,HARC0710,HARC,Senior Thesis Research Seminar,A,1,15,17,-2,Marguerite Lenius,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 MAC 209
91075,HARC0731,HARC,Senior Thesis Arch Studies I,A,1,18,7,11,Misty Kaplan,TuTh1330,TuTh,1330,1615,TuTh 1330-1615 JHN 203
92219,HARC0741,HARC,Sr Thesis AS &amp; Comm Design I,A,1,12,9,3,Sam Ostrow,TuTh0945,TuTh,0945,1230,TuTh 0945-1230 JHN 201
92220,HARC0751,HARC,Ind Sr Thesis AS Visual Stdy I,A,1,8,6,2,Petrea Sweeny,TuTh0945,TuTh,0945,1230,TuTh 0945-1230 JHN 203
90443,INDE0500,INDE,Independent Project,A,1,5,0,5,,Su1900,Su,1900,2029,Su 1900-2029
90302,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,A,1,5,0,5,Susan Burch,MoTuWeThFrSu1930,MoTuWeThFrSu,1930,2300,MoTuWeThFrSu 1930-2300
90651,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,B,1,99,0,99,Brandon Baird,Su1900,Su,1900,2029,Su 1900-2029
90546,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,C,1,5,0,5,Shawna Shapiro,Su0800,Su,0800,1659,Su 0800-1659
90547,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,D,1,5,0,5,Caitlin Myers,Su0800,Su,0800,1659,Su 0800-1659
90664,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,E,1,5,0,5,Pamela Berenbaum,Su0800,Su,0800,1659,Su 0800-1659
90686,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,F,1,99,0,99,Merrill Baker-Medard,Su0800,Su,0800,1659,Su 0800-1659
91312,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,G,1,99,0,99,Molly Anderson,Su1900,Su,1900,2029,Su 1900-2029
90667,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,H,1,99,0,99,Daniel Suarez,Su0800,Su,0800,1659,Su 0800-1659
91891,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,I,1,99,0,99,Amit Prakash,TBA,,,,TBA
92296,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,J,1,99,0,99,Spring Ulmer,TBA,,,,TBA
93052,INDE0800,INDE,Ind Schol Sr Work/Proj/Thesis,K,1,10,1,9,Usama Soltan,Su0800,Su,0800,0850,Su 0800-0850
91531,IPEC0240,IPEC,Int&#39;l Econ: Theory &amp; Policy,A,1,34,21,13,Kristina Sargent,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 AXN 100
91532,IPEC0240,IPEC,Disc - IPEC 0240 A,Y,0,17,10,7,Kristina Sargent,Fr0945,Fr,0945,1035,Fr 0945-1035 WNS 100
91533,IPEC0240,IPEC,Disc - IPEC 0240 A,Z,0,17,11,6,Kristina Sargent,Fr1115,Fr,1115,1205,Fr 1115-1205 WNS 100
90015,IPEC0500,IPEC,Independent Project,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
90777,IPEC0500,IPEC,Independent Project,C,1,99,0,99,Jessica Teets,Su1900,Su,1900,2029,Su 1900-2029
90778,IPEC0500,IPEC,Independent Project,D,1,99,0,99,Sebnem Gumuscu,Su1900,Su,1900,2029,Su 1900-2029
90824,IPEC0500,IPEC,Independent Project,F,1,99,0,99,Kemi George,Su1900,Su,1900,2029,Su 1900-2029
90854,IPEC0500,IPEC,Independent Project,J,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
91119,IPEC0500,IPEC,Independent Project,K,1,99,0,99,Nadia Horning,Su0800,Su,0800,1659,Su 0800-1659
91120,IPEC0500,IPEC,Independent Project,L,1,99,0,99,Michael Kraus,Su0800,Su,0800,1659,Su 0800-1659
91121,IPEC0500,IPEC,Independent Project,M,1,99,0,99,Orion Lewis,Su0800,Su,0800,1659,Su 0800-1659
91122,IPEC0500,IPEC,Independent Project,N,1,99,0,99,John Maluccio,Su0800,Su,0800,1659,Su 0800-1659
91125,IPEC0500,IPEC,Independent Project,Q,1,99,0,99,William Pyle,Su0800,Su,0800,1659,Su 0800-1659
91127,IPEC0500,IPEC,Independent Project,S,1,99,0,99,Mark Williams,Su0800,Su,0800,1659,Su 0800-1659
91129,IPEC0500,IPEC,Independent Project,U,1,99,0,99,Amy Yuen,Su0800,Su,0800,1659,Su 0800-1659
91272,IPEC0500,IPEC,Independent Project,V,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
90016,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
90666,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,B,1,99,0,99,Caitlin Myers,Su0800,Su,0800,1659,Su 0800-1659
90797,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,C,1,99,0,99,Jessica Teets,Su0800,Su,0800,1659,Su 0800-1659
91118,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,D,1,99,0,99,Amanda Gregg; Gary Winslett,Su1900,Su,1900,2029,Su 1900-2029
91323,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,DA,1,99,0,99,Sunder Ramaswamy; Ajay Verghese,Su1900,Su,1900,2029,Su 1900-2029
91130,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,F,1,99,0,99,Paul Sommers; Gary Winslett,Su1900,Su,1900,2029,Su 1900-2029
91131,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,G,1,99,0,99,Paul Sommers; Ajay Verghese,Su0800,Su,0800,1659,Su 0800-1659
91132,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,H,1,99,0,99,Tanya Byker,Su0800,Su,0800,1659,Su 0800-1659
91683,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,HC,1,99,0,99,Erin Wolcott; Gary Winslett,Su1900,Su,1900,2029,Su 1900-2029
91133,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,I,1,99,0,99,Amanda Gregg; Sebnem Gumuscu,Su0800,Su,0800,1659,Su 0800-1659
91134,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,J,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91135,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,K,1,99,0,99,Obie Porteous,Su0800,Su,0800,1659,Su 0800-1659
91367,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,KA,1,99,0,99,Nadia Horning; Obie Porteous,Su1900,Su,1900,2029,Su 1900-2029
91137,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,M,1,99,1,98,William Pyle; Sebnem Gumuscu,Su0800,Su,0800,1659,Su 0800-1659
91138,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,N,1,99,0,99,Nadia Horning; John Maluccio,Su0800,Su,0800,1659,Su 0800-1659
91140,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,P,1,99,0,99,Tanya Byker; Sarah Stroup,Su0800,Su,0800,1659,Su 0800-1659
91141,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,Q,1,99,1,98,William Pyle; Gary Winslett,Su0800,Su,0800,1659,Su 0800-1659
91368,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,QA,1,99,1,98,William Pyle; Jessica Teets,Su1900,Su,1900,2029,Su 1900-2029
91142,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,R,1,99,0,99,Kristina Sargent; Gary Winslett,Su0800,Su,0800,1659,Su 0800-1659
91143,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,S,1,99,0,99,Mark Williams,Su0800,Su,0800,1659,Su 0800-1659
91145,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,U,1,99,0,99,Erin Wolcott; Amy Yuen,Su0800,Su,0800,1659,Su 0800-1659
91314,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,V,1,99,0,99,John Maluccio; Kemi George,Su0800,Su,0800,1659,Su 0800-1659
92466,IPEC0700,IPEC,Intl.Pol.&amp;Economics SR. Thesis,W,1,99,0,99,Erik Bleich; Kristina Sargent,TBA,,,,TBA
91839,INTD0103,INTD,Persuasive Storytelling,A,0.5,16,14,2,Benjamin Powers,Tu1245,Tu,1245,1400,Tu 1245-1400 AXN 229
91740,INTD0109,INTD,Posse Leadership Development,A,0.5,10,0,10,Erin Eggleston,Mo1930,Mo,1930,2100,Mo 1930-2100 OFFM
91760,INTD0109,INTD,Posse Leadership Development,B,0.5,10,0,10,Erin Morrison,Mo1930,Mo,1930,2100,Mo 1930-2100 OFFM
91761,INTD0109,INTD,Posse Leadership Development,C,0.5,10,0,10,David Wilder,Mo1930,Mo,1930,2100,Mo 1930-2100 OFFM
91357,INTD0116,INTD,Accounting/Budgeting/Lib Arts,A,1,25,24,1,Thanh Nguyen; Charles Bush,Fr0815,Fr,0815,1100,Fr 0815-1100 75SHS 102
91299,INTD0120,INTD,Intro Business &amp; Enterprise,A,1,25,15,10,Amitava Biswas,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 AXN 100
91755,INTD0120,INTD,Discussion,Z,0,25,15,10,Amitava Biswas,Tu1930,Tu,1930,2130,Tu 1930-2130 AXN 109
91650,INTD0204,INTD,Experiential Learning Capstone,A,0.5,15,0,15,Jason Duquette-Hoffman,Fr1215,Fr,1215,1330,Fr 1215-1330 OFFM
91594,INTD0208,INTD,"Finance, Regulation, &amp; Policy",A,1,28,28,0,Churchill Franklin; Grosvenor Nichols,MoWe1115,MoWe,1115,1230,MoWe 1115-1230 75SHS 202
92975,INTD0216,INTD,Intro to 3D Industrial Design,A,1,25,23,2,Daniel Houghton,TuTh1245,TuTh,1245,1400,TuTh 1245-1400 JHN 102
91360,INTD0217,INTD,Introduction to Finance,A,1,25,25,0,Thanh Nguyen,Mo1330,Mo,1330,1615,Mo 1330-1615 AXN 103
92082,INTD0219,INTD,Corporate Governance,A,1,25,10,15,Sheila Cheston,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 SDL IL1
91825,INTD0226,INTD,Experiential Learning Gateway,A,0.5,12,0,12,Jason Duquette-Hoffman,MoWe1930,MoWe,1930,2045,MoWe 1930-2045 OFFM
92083,INTD0236,INTD,Business Analytics,A,1,15,14,1,Amitava Biswas,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 AXN 104
92084,INTD0236,INTD,Business Analytics Discussion,Z,0,15,14,1,Amitava Biswas,Th1930,Th,1930,2130,Th 1930-2130 AXN 105
92976,INTD0377,INTD,Design Lab I,A,1,15,19,-4,Daniel Houghton,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 JHN 102
92977,INTD0378,INTD,Design Lab II,A,1,10,4,6,Daniel Houghton,TuTh0815,TuTh,0815,0930,TuTh 0815-0930 JHN 102
90830,INTD0500,INTD,Independent Study,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
90831,INTD0500,INTD,Independent Study,B,1,99,0,99,Joseph Antonioli,Su0800,Su,0800,1659,Su 0800-1659
91024,INTD0500,INTD,Independent Study,C,1,99,0,99,Justin Doran,Su1900,Su,1900,2029,Su 1900-2029
91215,INTD0500,INTD,Independent Study,D,1,99,0,99,Amitava Biswas,Su1900,Su,1900,2029,Su 1900-2029
91254,INTD0500,INTD,Independent Study,F,1,99,0,99,Jeffrey Lewis,Su1900,Su,1900,2029,Su 1900-2029
91280,INTD0500,INTD,Independent Study,G,1,99,0,99,Molly Anderson,Su1900,Su,1900,2029,Su 1900-2029
91322,INTD0500,INTD,Independent Study,H,1,99,0,99,Nadia Horning,Su1900,Su,1900,2029,Su 1900-2029
91454,INTD0500,INTD,Independent Study,I,1,99,0,99,Elizabeth Morrison,Su0800,Su,0800,0850,Su 0800-0850
91030,IGST0101,IGST,Intro to Intl &amp; Global Studies,A,1,32,9,23,Amit Prakash,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 AXN 100
92800,IGST0101,IGST,Intro to Intl &amp; Global Studies,B,1,32,18,14,Shinkyu Lee,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 AXN 219
91031,IGST0101,IGST,Discussion - IGST 0101 B,W,0,16,9,7,Shinkyu Lee,Fr0840,Fr,0840,0930,Fr 0840-0930 PRS KAD
91032,IGST0101,IGST,Discussion - IGST 0101 B,X,0,16,9,7,Shinkyu Lee,Fr0945,Fr,0945,1035,Fr 0945-1035 PRS KAD
91033,IGST0101,IGST,Discussion - IGST 0101 A,Y,0,16,3,13,Amit Prakash,Fr0840,Fr,0840,0930,Fr 0840-0930 RAJ CON
91034,IGST0101,IGST,Discussion - IGST 0101 A,Z,0,16,6,10,Amit Prakash,Fr0945,Fr,0945,1035,Fr 0945-1035 RAJ CON
92801,IGST0144,IGST,Core Texts of Europe,A,1,25,2,23,Erik Bleich,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 MNR 317
92802,IGST0201,IGST,The European Catastrophe,A,1,45,12,33,Amit Prakash,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 AXN 100
92803,IGST0201,IGST,Discussion,Y,0,22,8,14,Amit Prakash,Fr1115,Fr,1115,1205,Fr 1115-1205 AXN 220
92804,IGST0201,IGST,Discussion,Z,0,23,4,19,Amit Prakash,Fr1310,Fr,1310,1400,Fr 1310-1400 AXN 220
92944,IGST0203,IGST,Nonproliferation Policy Lab,A,0.5,15,4,11,Stephen Herzog,Tu1330,Tu,1330,1615,Tu 1330-1615 RCD 011
92945,IGST0252,IGST,Intro Latin American Studies,A,1,16,10,6,Mario Higa,TuTh1415,TuTh,1415,1530,TuTh 1415-1530 SDL 130
92805,IGST0413,IGST,Political Violence,A,1,16,6,10,Shinkyu Lee,Tu1330,Tu,1330,1615,Tu 1330-1615 ATA A100
91035,IGST0500,IGST,EAS Independent Research,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91279,IGST0500,IGST,EAS Independent Research,B,1,99,0,99,Ian Barrow,Su1900,Su,1900,2029,Su 1900-2029
91036,IGST0501,IGST,LAS Independent Project,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91213,IGST0501,IGST,LAS Independent Project,B,1,99,0,99,Nicolas Poppe,Su0800,Su,0800,1659,Su 0800-1659
91037,IGST0502,IGST,MES Independent Project,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91038,IGST0503,IGST,African Studies Ind. Project,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91255,IGST0503,IGST,African Studies Ind. Project,B,1,99,0,99,Michael Sheridan,Su1900,Su,1900,2029,Su 1900-2029
91039,IGST0504,IGST,SAS Independent Project,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91040,IGST0505,IGST,EUS Independent Research,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
92538,IGST0507,IGST,Global Security Stds. Ind Proj,C,1,99,0,99,Jennifer Ortegren,TBA,,,,TBA
91564,IGST0508,IGST,Glb Gndr&amp;Sexuality Std Ind Prj,C,1,99,0,99,Merrill Baker-Medard,Su0800,Su,0800,0850,Su 0800-0850
93080,IGST0510,IGST,GlobalMigrationDiaspor Ind Prj,B,1,99,1,98,Mario Higa,Su1900,Su,1900,2029,Su 1900-2029
91041,IGST0700,IGST,Senior Work,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91330,IGST0700,IGST,Senior Work,B,1,99,0,99,Sarah Stroup,Su1900,Su,1900,2029,Su 1900-2029
91797,IGST0700,IGST,Senior Work,D,1,99,0,99,Jessica Teets,TBA,,,,TBA
91042,IGST0701,IGST,REES Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91884,IGST0701,IGST,REES Senior Thesis,G,1,99,0,99,Rebecca Mitchell,TBA,,,,TBA
91043,IGST0702,IGST,EUS Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91195,IGST0702,IGST,EUS Senior Thesis,B,1,99,0,99,Sarah Stroup,Su0800,Su,0800,1659,Su 0800-1659
91315,IGST0702,IGST,EUS Senior Thesis,C,1,99,0,99,Erik Bleich,Su0800,Su,0800,1659,Su 0800-1659
92287,IGST0702,IGST,EUS Senior Thesis,D,1,99,0,99,Amit Prakash,TBA,,,,TBA
91044,IGST0703,IGST,LAS Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91395,IGST0703,IGST,LAS Senior Thesis,C,1,99,0,99,Fernando Rocha; Mario Higa,Su0800,Su,0800,0850,Su 0800-0850
91476,IGST0703,IGST,LAS Senior Thesis,D,1,99,0,99,Enrique Garcia; Damascus Kafumbe,Su0800,Su,0800,0850,Su 0800-0850
91670,IGST0703,IGST,LAS Senior Thesis,E,1,99,0,99,Nicolas Poppe,Su1900,Su,1900,2029,Su 1900-2029
91671,IGST0703,IGST,LAS Senior Thesis,I,1,99,0,99,Miguel Fernandez,Su1900,Su,1900,2029,Su 1900-2029
91045,IGST0704,IGST,EAS Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91196,IGST0704,IGST,EAS Senior Thesis,B,1,99,0,99,Kristin Bright; Linda White,Su0800,Su,0800,1659,Su 0800-1659
91197,IGST0704,IGST,EAS Senior Thesis,C,1,99,0,99,Ellen Oxfeld; Jessica Teets,Su0800,Su,0800,1659,Su 0800-1659
91316,IGST0704,IGST,EAS Senior Thesis,D,1,99,0,99,Margaret Clinton,Su0800,Su,0800,1659,Su 0800-1659
91317,IGST0704,IGST,EAS Senior Thesis,E,1,99,0,99,Don Wyatt,Su0800,Su,0800,1659,Su 0800-1659
91320,IGST0704,IGST,EAS Senior Thesis,F,1,99,0,99,Jessica Teets,Su1900,Su,1900,2029,Su 1900-2029
91046,IGST0705,IGST,African Studies Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91111,IGST0705,IGST,African Studies Senior Thesis,B,1,99,0,99,Michael Sheridan,Su0800,Su,0800,1659,Su 0800-1659
91114,IGST0705,IGST,African Studies Senior Thesis,D,1,99,0,99,Nadia Horning,Su0800,Su,0800,1659,Su 0800-1659
91047,IGST0706,IGST,MES Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91194,IGST0706,IGST,MES Senior Thesis,B,1,99,0,99,Samuel Liebhaber,Su0800,Su,0800,1659,Su 0800-1659
93048,IGST0706,IGST,MES Senior Thesis,C,1,99,1,98,Adi Livny,Su0800,Su,0800,0850,Su 0800-0850
91672,IGST0706,IGST,MES Senior Thesis,D,1,99,0,99,Sebnem Gumuscu,Su1900,Su,1900,2029,Su 1900-2029
93053,IGST0706,IGST,MES Senior Thesis,E,1,99,1,98,Ata Anzali,Su0800,Su,0800,0850,Su 0800-0850
91048,IGST0707,IGST,SAS Senior Thesis,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91277,IGST0707,IGST,SAS Senior Thesis,B,1,99,0,99,William Waldron,Su0800,Su,0800,1659,Su 0800-1659
91313,IGST0707,IGST,SAS Senior Thesis,C,1,99,0,99,Sujata Moorti,Su1900,Su,1900,2029,Su 1900-2029
91319,IGST0707,IGST,SAS Senior Thesis,D,1,99,0,99,Ian Barrow,Su1900,Su,1900,2029,Su 1900-2029
91486,IGST0708,IGST,Global Security Stds SnrThesis,B,1,99,0,99,Amy Yuen,Su0800,Su,0800,0850,Su 0800-0850
91552,IGST0708,IGST,Global Security Stds SnrThesis,C,1,99,0,99,Sarah Stroup,Su0800,Su,0800,0850,Su 0800-0850
91673,IGST0708,IGST,Global Security Stds SnrThesis,E,1,99,0,99,James Davis,Su1900,Su,1900,2029,Su 1900-2029
92143,IGST0708,IGST,Global Security Stds SnrThesis,M,1,99,0,99,Jennifer Ortegren,TBA,,,,TBA
93049,IGST0708,IGST,Global Security Stds SnrThesis,P,1,99,1,98,Nadia Horning,Su0800,Su,0800,0850,Su 0800-0850
91554,IGST0709,IGST,Glbl Migrtn&amp;Diasp Std Snr Ths,B,1,99,0,99,Robert Greeley; Sarah Stroup,Su0800,Su,0800,0850,Su 0800-0850
92289,IGST0709,IGST,Glbl Migrtn&amp;Diasp Std Snr Ths,D,1,99,0,99,Sarah Rogers,TBA,,,,TBA
92288,IGST0709,IGST,Glbl Migrtn&amp;Diasp Std Snr Ths,E,1,99,0,99,Fulya Pinar,TBA,,,,TBA
92290,IGST0709,IGST,Glbl Migrtn&amp;Diasp Std Snr Ths,F,1,99,0,99,Linda White,TBA,,,,TBA
92300,IGST0709,IGST,Glbl Migrtn&amp;Diasp Std Snr Ths,G,1,99,0,99,Catherine Boyle,TBA,,,,TBA
91576,IGST0710,IGST,Glbl Gender&amp;Sexuality Snr Thes,C,1,99,0,99,Ellen Oxfeld,Su1900,Su,1900,2029,Su 1900-2029
92291,IGST0711,IGST,Global Envi Changes Snr Thes,C,1,99,0,99,Kemi George,TBA,,,,TBA
92292,IGST0711,IGST,Global Envi Changes Snr Thes,D,1,99,0,99,Erin Sassin,TBA,,,,TBA
90108,ITAL0101,ITAL,Beginning Italian,A,1,18,3,15,Ilaria Brancoli Busdraghi,TuTh0815,TuTh,0815,0930,TuTh 0815-0930 MNR 409; MoWeFr 0840-0930 MNR 409
91321,ITAL0101,ITAL,Beginning Italian,B,1,18,3,15,Virginia Mazzoni,MoWeFr0945,MoWeFr,0945,1035,MoWeFr 0945-1035 ATD 102; TuTh 0945-1100 ATD 102
90100,ITAL0101,ITAL,Beginning Italian,C,1,18,1,17,Alana Taylor,MoWeFr1115,MoWeFr,1115,1205,MoWeFr 1115-1205 AXN 104; TuTh 1115-1230 AXN 104
90839,ITAL0251,ITAL,Intro Contemporary Italy,A,1,21,18,3,Ilaria Brancoli Busdraghi,MoWe0945,MoWe,0945,1100,MoWe 0945-1100 MNR 409; Fr 0945-1035 MNR 409
90845,ITAL0251,ITAL,Intro Contemporary Italy,B,1,18,12,6,Stefano Mula,Fr1115,Fr,1115,1205,Fr 1115-1205 ATD 102; MoWe 1415-1530 ATD 102
92678,ITAL0354,ITAL,Italian Identities,A,1,9,10,-1,Stefano Mula,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 LIB 230
92966,ITAL0454,ITAL,Italian Identities,A,1,9,7,2,Stefano Mula,MoWe1245,MoWe,1245,1400,MoWe 1245-1400 LIB 230
90191,ITAL0550,ITAL,Independent Study,A,1,99,0,99,,Su1900,Su,1900,2029,Su 1900-2029
90312,ITAL0550,ITAL,Independent Study,C,1,99,0,99,Virginia Mazzoni,Su1900,Su,1900,2029,Su 1900-2029
90313,ITAL0550,ITAL,Independent Study,D,1,99,1,98,Stefano Mula,Su1900,Su,1900,2029,Su 1900-2029
90586,ITAL0550,ITAL,Independent Study,F,1,99,0,99,Ilaria Brancoli Busdraghi,Su1900,Su,1900,2029,Su 1900-2029
91155,ITAL0755,ITAL,Senior Honors,A,1,99,0,99,,Su0800,Su,0800,1659,Su 0800-1659
91226,ITAL0755,ITAL,Senior Honors,D,1,99,1,98,Ilaria Brancoli Busdraghi,Su0800,Su,0800,1659,Su 0800-1659
91227,ITAL0755,ITAL,Senior Honors,E,1,99,0,99,Virginia Mazzoni,Su0800,Su,0800,1659,Su 0800-1659
91340,ITAL0755,ITAL,Senior Honors,F,1,99,0,99,Stefano Mula,Su1900,Su,1900,2029,Su 1900-2029
90011,JAPN0101,JAPN,First-Year Japanese,A,1,18,4,14,Sayaka Abe,TuTh0945,TuTh,0945,1100,TuTh 0945-1100 MBH 305
90365,JAPN0101,JAPN,First-Year Japanese,B,1,18,5,13,Sayaka Abe,TuTh1115,TuTh,1115,1230,TuTh 1115-1230 MBH 305
